79484
Matches	Search_type	jot_city	geo_name_city	lat	lon	dist_from_first	geonameid
(2)	IN:	saulheim	nieder-saulheim	49.875610	8.149070	1.650106km	2862916
(1)	EQ:	eberhardzell	eberhardzell	48.000000	9.816670	0.000000km	2934000
(2)	EQ:	roding	roding	49.194260	12.519560	0.000000km	2845924
(2)	EQ:	roding	roding	49.193120	12.067910	32.919898km	2845925
(2)	EQ:	waldenburg	waldenburg	50.876530	12.599190	0.000000km	2815074
(2)	EQ:	waldenburg	waldenburg	49.184680	9.639940	283.455769km	2815075
(1)	EQ:	botzingen	botzingen	48.076420	7.724850	0.000000km	2945740
(1)	EQ:	straelen	straelen	51.441900	6.266390	0.000000km	2826304
(0)	No match: morfelden-walldorf
(1)	EQ:	gablingen	gablingen	48.450000	10.816670	0.000000km	2923439
(1)	EQ:	grenzach-wyhlen	grenzach-wyhlen	47.550000	7.683330	0.000000km	2917698
(1)	EQ:	walsrode	walsrode	52.861470	9.592600	0.000000km	2814462
(1)	EQ:	jork	jork	53.531980	9.680760	0.000000km	2894702
(2)	EQ:	lehrte	lehrte	52.674720	7.395340	0.000000km	2879366
(2)	EQ:	lehrte	lehrte	52.371930	9.979190	178.573868km	2879367
(1)	EQ:	haslach im kinzigtal	haslach im kinzigtal	48.277730	8.089410	0.000000km	2909523
(1)	EQ:	gransee	gransee	53.007040	13.157500	0.000000km	2918088
(1)	EQ:	apen	apen	53.216670	7.800000	0.000000km	2955817
(1)	IN:	giengen	giengen an der brenz	48.622190	10.243120	0.000000km	2920620
(2)	EQ:	schenefeld	schenefeld	53.600000	9.850000	0.000000km	2832551
(2)	EQ:	schenefeld	schenefeld	54.050000	9.483330	55.601842km	2839763
(8)	EQ:	rossdorf	rossdorf	52.426830	12.208200	0.000000km	2844750
(8)	EQ:	rossdorf	rossdorf	51.681260	12.330100	83.378674km	2844751
(8)	EQ:	rossdorf	rossdorf	50.769910	8.891540	294.565204km	2844752
(8)	EQ:	rossdorf	rossdorf	50.700000	10.216670	236.589334km	2844753
(8)	EQ:	rossdorf	rossdorf	50.197650	8.910630	338.120294km	2844754
(8)	EQ:	rossdorf	rossdorf	49.866540	10.996280	297.180084km	2844755
(8)	EQ:	rossdorf	rossdorf	49.859720	8.761670	373.727222km	2844756
(8)	EQ:	rossdorf	rossdorf	47.835960	12.848980	512.694695km	2844757
(12)	EQ:	allendorf	allendorf	51.283770	7.951250	0.000000km	2958437
(12)	EQ:	allendorf	allendorf	51.029950	8.672320	57.811647km	2958438
(12)	EQ:	allendorf	allendorf	50.989890	9.335830	102.272777km	2958439
(12)	EQ:	allendorf	allendorf	50.827560	9.527960	121.639231km	2958440
(12)	EQ:	allendorf	allendorf	50.846960	8.584050	65.795812km	2958441
(12)	EQ:	allendorf	allendorf	50.810660	10.254520	169.870586km	2958442
(12)	EQ:	allendorf	allendorf	50.654680	11.157990	235.853060km	2958443
(12)	EQ:	allendorf	allendorf	50.572470	8.290520	82.646571km	2958444
(12)	EQ:	allendorf	allendorf	50.498000	8.201600	89.170956km	2958445
(12)	EQ:	allendorf	allendorf	50.267780	7.998820	113.072554km	2958446
(12)	EQ:	allendorf	allendorf	52.181680	8.211100	101.503434km	2958447
(12)	EQ:	allendorf	allendorf	50.748970	8.183770	61.692502km	2958448
(3)	EQ:	weissach	weissach	48.846870	8.928280	0.000000km	2812053
(3)	EQ:	weissach	weissach	47.690050	11.748840	245.721429km	2812054
(3)	EQ:	weissach	weissach	47.544440	10.019450	165.989947km	2812055
(4)	EQ:	ahrensfelde	ahrensfelde	53.763710	10.495530	0.000000km	2959069
(4)	EQ:	ahrensfelde	ahrensfelde	53.650000	10.250000	20.568303km	2959070
(4)	EQ:	ahrensfelde	ahrensfelde	53.316670	8.816670	121.912458km	2959071
(4)	EQ:	ahrensfelde	ahrensfelde	52.576560	13.579700	244.901716km	2959072
(1)	EQ:	fahrenzhausen	fahrenzhausen	48.353170	11.555210	0.000000km	2928116
(1)	EQ:	lampertheim	lampertheim	49.597860	8.472500	0.000000km	2881695
(2)	EQ:	egelsbach	egelsbach	49.967920	8.663410	0.000000km	2933246
(2)	EQ:	egelsbach	egelsbach	49.669540	10.682310	149.027140km	2933247
(1)	EQ:	rodental	rodental	50.295160	11.041220	0.000000km	3207410
(1)	EQ:	diepholz	diepholz	52.607830	8.370050	0.000000km	2937317
(2)	EQ:	niedernberg	niedernberg	50.305070	12.042700	0.000000km	2863087
(2)	EQ:	niedernberg	niedernberg	49.912220	9.136940	212.389269km	2863088
(1)	EQ:	altena	altena	51.294720	7.673370	0.000000km	2957886
(5)	EQ:	billerbeck	billerbeck	52.874310	10.873550	0.000000km	2948942
(5)	EQ:	billerbeck	billerbeck	52.782850	11.698600	56.534087km	2948943
(5)	EQ:	billerbeck	billerbeck	51.978290	7.292610	263.167559km	2948944
(5)	EQ:	billerbeck	billerbeck	51.879780	9.039520	166.861829km	2948945
(5)	EQ:	billerbeck	billerbeck	51.846170	9.976440	129.703927km	2948946
(1)	EQ:	meckenbeuren	meckenbeuren	47.700000	9.566670	0.000000km	2872585
(10)	EQ:	rain	rain	49.064530	10.295800	0.000000km	2850806
(10)	EQ:	rain	rain	48.904960	12.468710	160.025570km	2850807
(10)	EQ:	rain	rain	48.690290	10.916110	61.662991km	2850808
(10)	EQ:	rain	rain	48.161530	12.079770	165.483321km	2850809
(10)	EQ:	rain	rain	47.795890	11.583280	170.225679km	2850811
(10)	EQ:	rain	rain	47.749830	11.825240	184.908063km	2850812
(10)	EQ:	rain	rain	47.741700	11.417220	168.908489km	2850813
(10)	EQ:	rain	rain	47.708260	11.567830	177.817757km	2850814
(10)	EQ:	rain	rain	47.670480	10.086270	155.790112km	2850815
(10)	EQ:	rain	rain	47.615950	12.194380	213.892398km	2850816
(1)	EQ:	wietze	wietze	52.650000	9.833330	0.000000km	2809092
(1)	EQ:	schwaigern	schwaigern	49.144940	9.055250	0.000000km	2835411
(1)	EQ:	oettingen in bayern	oettingen in bayern	48.952740	10.604650	0.000000km	2857847
(1)	EQ:	simmerath	simmerath	50.600000	6.300000	0.000000km	2832023
(1)	EQ:	kalefeld	kalefeld	51.800000	10.033330	0.000000km	2893868
(1)	EQ:	andernach	andernach	50.431090	7.404250	0.000000km	2956206
(0)	No match: wurselen
(8)	EQ:	eschenau	eschenau	50.437650	8.173320	0.000000km	2929093
(8)	EQ:	eschenau	eschenau	49.962470	10.501390	174.411616km	2929094
(8)	EQ:	eschenau	eschenau	49.600680	7.488130	105.251763km	2929095
(8)	EQ:	eschenau	eschenau	49.573150	11.199700	237.285314km	2929096
(8)	EQ:	eschenau	eschenau	49.137610	9.401150	169.481480km	2929097
(8)	EQ:	eschenau	eschenau	49.083840	9.895110	195.087147km	2929098
(8)	EQ:	eschenau	eschenau	47.952410	12.398940	413.701876km	2929099
(8)	EQ:	eschenau	eschenau	47.752700	10.532650	344.703686km	2929100
(2)	EQ:	zwiesel	zwiesel	50.879050	13.968680	0.000000km	2803536
(2)	EQ:	zwiesel	zwiesel	49.016930	13.237650	213.659320km	2803537
(1)	EQ:	burgthann	burgthann	49.352020	11.311540	0.000000km	2941090
(1)	EQ:	ginsheim-gustavsburg	ginsheim-gustavsburg	49.971100	8.345320	0.000000km	2920329
(1)	EQ:	leutkirch im allgau	leutkirch im allgau	47.826720	10.020500	0.000000km	2878270
(1)	EQ:	altmannstein	altmannstein	48.899200	11.652030	0.000000km	2957001
(1)	EQ:	alsbach-hahnlein	alsbach-hahnlein	49.738610	8.595830	0.000000km	3272934
(0)	No match: mulheim
(1)	EQ:	freital	freital	51.001660	13.648800	0.000000km	2925017
(1)	EQ:	wachtberg	wachtberg	50.633330	7.100000	0.000000km	2815678
(1)	EQ:	lenggries	lenggries	47.683330	11.566670	0.000000km	2878824
(0)	No match: huckelhoven
(1)	EQ:	fritzlar	fritzlar	51.131810	9.275570	0.000000km	2924326
(1)	EQ:	hildesheim	hildesheim	52.150770	9.951120	0.000000km	2904789
(0)	No match: markranstadt
(1)	EQ:	plochingen	plochingen	48.710670	9.419490	0.000000km	2853180
(0)	No match: luneburg
(1)	EQ:	celle	celle	52.622640	10.080470	0.000000km	2940213
(1)	EQ:	grossbeeren	grossbeeren	52.358620	13.309940	0.000000km	2916996
(1)	EQ:	erlangen	erlangen	49.590990	11.007830	0.000000km	2929567
(4)	EQ:	herzberg	herzberg	53.530720	11.928060	0.000000km	2905501
(4)	EQ:	herzberg	herzberg	52.902690	12.969790	98.626799km	2905502
(4)	EQ:	herzberg	herzberg	52.217690	14.118090	207.575221km	2905503
(4)	EQ:	herzberg	herzberg	51.686920	13.220160	223.056973km	2905504
(2)	EQ:	eisenach	eisenach	50.980700	10.315220	0.000000km	2931574
(2)	EQ:	eisenach	eisenach	49.850000	6.516670	297.797872km	2931575
(1)	EQ:	zittau	zittau	50.897720	14.807640	0.000000km	2804008
(1)	EQ:	neunburg vorm wald	neunburg vorm wald	49.347820	12.386210	0.000000km	2864468
(18)	EQ:	krumbach	krumbach	50.940570	12.993970	0.000000km	2883398
(18)	EQ:	krumbach	krumbach	50.668130	8.599300	311.223208km	2883399
(18)	EQ:	krumbach	krumbach	50.669670	7.451670	391.751434km	2883400
(18)	EQ:	krumbach	krumbach	50.204700	10.876540	170.872886km	2883401
(18)	EQ:	krumbach	krumbach	49.823620	10.696130	205.284166km	2883402
(18)	EQ:	krumbach	krumbach	49.664500	8.797570	330.890686km	2883403
(18)	EQ:	krumbach	krumbach	49.447000	11.904120	183.452958km	2883404
(18)	EQ:	krumbach	krumbach	49.452590	9.183810	318.388032km	2883405
(18)	EQ:	krumbach	krumbach	49.324530	12.034210	192.403032km	2883406
(18)	EQ:	krumbach	krumbach	48.976930	12.529910	220.934823km	2883407
(18)	EQ:	krumbach	krumbach	48.700000	12.033330	258.613058km	2883408
(18)	EQ:	krumbach	krumbach	48.407430	12.099980	289.031588km	2883409
(18)	EQ:	krumbach	krumbach	48.241820	10.363200	355.297637km	2883410
(18)	EQ:	krumbach	krumbach	48.042430	9.539070	408.005907km	2883411
(18)	EQ:	krumbach	krumbach	47.961980	9.046020	437.691892km	2883412
(18)	EQ:	krumbach	krumbach	47.849380	9.362260	433.123988km	2883413
(18)	EQ:	krumbach	krumbach	47.792810	9.844020	418.125972km	2883414
(18)	EQ:	krumbach	krumbach	47.681060	9.660520	435.978434km	2883415
(4)	EQ:	ulm	ulm	48.726070	8.016140	0.000000km	2820253
(4)	EQ:	ulm	ulm	48.579160	8.049550	16.521250km	2820254
(4)	EQ:	ulm	ulm	50.581820	8.299310	207.410818km	2820255
(4)	EQ:	ulm	ulm	48.398410	9.991550	150.285560km	2820256
(1)	EQ:	hoyerswerda	hoyerswerda	51.437870	14.235490	0.000000km	2898304
(1)	EQ:	olbernhau	olbernhau	50.658700	13.342500	0.000000km	2857484
(1)	EQ:	eggolsheim	eggolsheim	49.769610	11.057010	0.000000km	2933019
(1)	EQ:	pasewalk	pasewalk	53.506270	13.989970	0.000000km	2855337
(1)	EQ:	neubiberg	neubiberg	48.077100	11.658120	0.000000km	2866174
(1)	EQ:	vellmar	vellmar	51.358060	9.479740	0.000000km	3207197
(1)	EQ:	meinerzhagen	meinerzhagen	51.107400	7.648380	0.000000km	2872237
(2)	IN:	cologne	roman-catholic archdiocese of cologne	50.941110	6.957900	0.000000km	11778268
(2)	IN:	cologne	archdioces cologne	50.941050	6.957960	0.007895km	11778269
(6)	IN:	buren	wesselburenerkoog	54.250000	8.883330	0.000000km	2810617
(6)	IN:	buren	wesselburener deichhausen	54.166670	8.933330	9.832379km	2810618
(6)	IN:	buren	wesselburen	54.212170	8.924190	4.983071km	2810619
(6)	IN:	buren	thalingburen	54.106410	9.031890	18.696090km	2823062
(6)	IN:	buren	emsburen	52.400000	7.300000	231.332492km	2930454
(6)	IN:	buren	dollenburen	54.250000	9.066670	11.950508km	2936376
(1)	EQ:	kitzingen	kitzingen	49.739730	10.150720	0.000000km	2890158
(2)	EQ:	waldsee	waldsee	49.395280	8.440280	0.000000km	2814795
(2)	EQ:	waldsee	waldsee	47.985990	7.888830	161.890600km	11608691
(1)	EQ:	schiffweiler	schiffweiler	49.366670	7.133330	0.000000km	2839316
(1)	EQ:	sankt augustin	sankt augustin	50.775380	7.197000	0.000000km	2841648
(1)	EQ:	hilden	hilden	51.168180	6.930930	0.000000km	2904795
(1)	EQ:	kolbermoor	kolbermoor	47.849650	12.066960	0.000000km	2886446
(1)	EQ:	lahnstein	lahnstein	50.300000	7.616670	0.000000km	2881889
(4)	EQ:	petershagen	petershagen	53.244620	14.252440	0.000000km	2854652
(4)	EQ:	petershagen	petershagen	52.520780	13.787480	86.419021km	2854653
(4)	EQ:	petershagen	petershagen	52.400420	14.339570	94.128456km	2854654
(4)	EQ:	petershagen	petershagen	52.375130	8.965380	369.314858km	2854655
(1)	EQ:	bonn	bonn	50.734380	7.095490	0.000000km	2946447
(2)	EQ:	oldenburg	oldenburg	53.955080	13.556610	0.000000km	2857457
(2)	EQ:	oldenburg	oldenburg	53.141180	8.214670	365.388628km	2857458
(1)	EQ:	gardelegen	gardelegen	52.525200	11.395230	0.000000km	2922580
(1)	EQ:	ribnitz-damgarten	ribnitz-damgarten	54.242200	12.456660	0.000000km	2847524
(1)	EQ:	neckartailfingen	neckartailfingen	48.611720	9.263710	0.000000km	2866757
(1)	IN:	furtwangen	furtwangen im schwarzwald	48.051560	8.207150	0.000000km	2923521
(2)	EQ:	brandis	brandis	51.797350	13.176790	0.000000km	2945269
(2)	EQ:	brandis	brandis	51.335970	12.610240	64.639259km	2945270
(1)	EQ:	hohenkirchen-siegertsbrunn	hohenkirchen-siegertsbrunn	48.019320	11.719060	0.000000km	3205535
(0)	No match: niebull
(1)	EQ:	kamenz	kamenz	51.267980	14.093740	0.000000km	2893437
(1)	EQ:	maintal	maintal	50.150000	8.833330	0.000000km	2874230
(1)	EQ:	unna	unna	51.537950	7.689690	0.000000km	2820087
(1)	EQ:	beverstedt	beverstedt	53.434130	8.819150	0.000000km	2949482
(5)	EQ:	heinersreuth	heinersreuth	50.244410	11.589200	0.000000km	2907289
(5)	EQ:	heinersreuth	heinersreuth	50.078550	11.504960	19.406118km	2907290
(5)	EQ:	heinersreuth	heinersreuth	50.088530	11.375310	23.112231km	2907291
(5)	EQ:	heinersreuth	heinersreuth	49.966670	11.533330	31.150799km	2907292
(5)	EQ:	heinersreuth	heinersreuth	49.793230	11.679930	50.603987km	2907293
(4)	EQ:	ludwigsburg	ludwigsburg	54.106490	13.508260	0.000000km	2875389
(4)	EQ:	ludwigsburg	ludwigsburg	53.356900	13.980960	89.070726km	2875390
(4)	EQ:	ludwigsburg	ludwigsburg	50.538130	12.400890	404.164696km	2875391
(4)	EQ:	ludwigsburg	ludwigsburg	48.897310	9.191610	652.190230km	2875392
(2)	EQ:	kiel	kiel	54.550000	9.166670	0.000000km	2891121
(2)	EQ:	kiel	kiel	54.321330	10.134890	67.786695km	2891122
(1)	EQ:	aerzen	aerzen	52.049530	9.258560	0.000000km	2959374
(1)	EQ:	dortmund	dortmund	51.514940	7.466000	0.000000km	2935517
(1)	EQ:	hildburghausen	hildburghausen	50.425530	10.731840	0.000000km	2904804
(1)	EQ:	sankt blasien	sankt blasien	47.762520	8.127140	0.000000km	2841643
(1)	EQ:	oschatz	oschatz	51.300010	13.109840	0.000000km	2856944
(1)	EQ:	haren	haren	52.792620	7.241420	0.000000km	2910514
(1)	EQ:	aidlingen	aidlingen	48.678490	8.895240	0.000000km	2958904
(1)	EQ:	alsfeld	alsfeld	50.751850	9.270820	0.000000km	2958128
(1)	EQ:	regenstauf	regenstauf	49.120140	12.130270	0.000000km	2849476
(1)	EQ:	gudensberg	gudensberg	51.177060	9.367480	0.000000km	2913890
(4)	EQ:	schwerin	schwerin	53.629370	11.413160	0.000000km	2834282
(4)	EQ:	schwerin	schwerin	52.192780	13.876830	230.255856km	2834283
(4)	EQ:	schwerin	schwerin	52.150000	13.633330	222.316634km	2834284
(4)	EQ:	schwerin	schwerin	51.542440	7.331700	361.087283km	11611203
(2)	EQ:	treuen	treuen	54.020880	13.173290	0.000000km	2821250
(2)	EQ:	treuen	treuen	50.542470	12.303390	391.569902km	2821251
(1)	IN:	breisach	breisach am rhein	48.032790	7.582940	0.000000km	2944800
(1)	EQ:	sassnitz	sassnitz	54.515700	13.644510	0.000000km	2841333
(1)	EQ:	edenkoben	edenkoben	49.283930	8.127140	0.000000km	2933410
(0)	No match: vilshofen an der donau
(1)	EQ:	stuttgart	stuttgart	48.782320	9.177020	0.000000km	2825297
(3)	EQ:	karlsruhe	karlsruhe	53.653230	12.802210	0.000000km	2892792
(3)	EQ:	karlsruhe	karlsruhe	52.914290	12.188000	91.875298km	2892793
(3)	EQ:	karlsruhe	karlsruhe	49.009370	8.404440	600.461911km	2892794
(1)	EQ:	owen	owen	48.587420	9.449780	0.000000km	2855824
(1)	EQ:	sailauf	sailauf	50.024610	9.259320	0.000000km	3208010
(4)	EQ:	wittenberg	wittenberg	54.261110	10.383410	0.000000km	2807346
(4)	EQ:	wittenberg	wittenberg	53.416670	9.966670	97.909239km	2807347
(4)	EQ:	wittenberg	wittenberg	47.650000	9.683330	737.100378km	2807348
(4)	EQ:	wittenberg	wittenberg	51.866100	12.649730	306.757925km	7303020
(1)	EQ:	sondershausen	sondershausen	51.369730	10.870110	0.000000km	2831276
(1)	EQ:	hurth	hurth	48.927510	10.910830	0.000000km	2897217
(0)	No match: barsbuttel
(1)	EQ:	beeskow	beeskow	52.172910	14.245970	0.000000km	2951528
(1)	EQ:	espelkamp	espelkamp	52.382510	8.621270	0.000000km	2928874
(1)	EQ:	bochum	bochum	51.481650	7.216480	0.000000km	2947416
(1)	EQ:	erftstadt	erftstadt	50.814810	6.793870	0.000000km	2929671
(1)	EQ:	erding	erding	48.306030	11.906860	0.000000km	2929715
(1)	EQ:	bad oeynhausen	bad oeynhausen	52.206990	8.803650	0.000000km	2953386
(0)	No match: stolberg (rhineland)
(1)	EQ:	titisee-neustadt	titisee-neustadt	47.921040	8.190630	0.000000km	2822083
(2)	EQ:	leer	leer	53.231570	7.461000	0.000000km	2879697
(2)	EQ:	leer	leer	52.113990	7.294920	124.870688km	2879698
(0)	No match: hann. munden
(0)	No match: bergen auf rugen
(1)	IN:	schulp	schulpforte	51.143490	11.752540	0.000000km	2835939
(5)	EQ:	bremen	bremen	53.075160	8.807770	0.000000km	2944388
(5)	EQ:	bremen	bremen	51.504220	7.958000	184.165131km	2944389
(5)	EQ:	bremen	bremen	50.723700	10.003660	274.269075km	2944390
(5)	EQ:	bremen	bremen	48.026560	9.362500	562.973520km	2944391
(5)	EQ:	bremen	bremen	47.733330	9.933330	599.550264km	2944392
(1)	EQ:	goch	goch	51.678730	6.158950	0.000000km	2919625
(2)	IN:	duren	oberdurenbach	50.466670	7.166670	0.000000km	2861038
(2)	IN:	duren	niederdurenbach	50.450000	7.183330	2.199587km	2863505
(2)	EQ:	wolfsburg	wolfsburg	52.424520	10.781500	0.000000km	2806654
(2)	EQ:	wolfsburg	wolfsburg	50.930490	10.264250	170.033156km	2806655
(1)	EQ:	wermelskirchen	wermelskirchen	51.139700	7.215830	0.000000km	2810855
(1)	EQ:	troisdorf	troisdorf	50.809010	7.149680	0.000000km	2821029
(19)	EQ:	buhl	buhl	50.076660	10.660480	0.000000km	2941967
(19)	EQ:	buhl	buhl	49.920260	11.637480	72.176198km	2941968
(19)	EQ:	buhl	buhl	49.843780	11.617310	73.380345km	2941969
(19)	EQ:	buhl	buhl	49.603150	11.340210	71.864067km	2941970
(19)	EQ:	buhl	buhl	49.586460	12.516520	144.231545km	2941971
(19)	EQ:	buhl	buhl	49.229770	10.317850	97.387981km	2941973
(19)	EQ:	buhl	buhl	49.137710	9.572320	130.732407km	2941974
(19)	EQ:	buhl	buhl	49.017370	12.634290	185.146138km	2941975
(19)	EQ:	buhl	buhl	48.696760	8.135230	239.072434km	2941976
(19)	EQ:	buhl	buhl	48.495890	7.931470	265.157903km	2941977
(19)	EQ:	buhl	buhl	48.483330	8.998880	214.504041km	2941978
(19)	EQ:	buhl	buhl	48.417130	10.186560	187.760566km	2941979
(19)	EQ:	buhl	buhl	48.221010	9.934470	213.057047km	2941980
(19)	EQ:	buhl	buhl	48.194960	8.362580	268.134759km	2941981
(19)	EQ:	buhl	buhl	47.683330	9.900000	271.933945km	2941982
(19)	EQ:	buhl	buhl	47.654390	10.164200	271.821575km	2941983
(19)	EQ:	buhl	buhl	47.639200	7.983460	334.709420km	2941984
(19)	EQ:	buhl	buhl	47.617580	8.464520	317.394457km	2941985
(19)	EQ:	buhl	buhl	48.238170	8.218210	271.151789km	2956634
(1)	EQ:	duisburg	duisburg	51.432470	6.765160	0.000000km	2934691
(0)	No match: tonning
(0)	No match: zweibrucken
(5)	EQ:	rosengarten	rosengarten	54.308360	13.381710	0.000000km	2845009
(5)	EQ:	rosengarten	rosengarten	53.683550	9.614280	256.640950km	2845010
(5)	EQ:	rosengarten	rosengarten	53.520890	9.812040	250.368532km	2845011
(5)	EQ:	rosengarten	rosengarten	52.340610	14.471690	230.717327km	2845013
(5)	EQ:	rosengarten	rosengarten	49.633050	8.399720	622.418996km	2845014
(0)	No match: hartheim am rhein
(0)	No match: schwabisch hall
(0)	No match: wulfrath
(2)	EQ:	bellenberg	bellenberg	48.257260	10.090940	0.000000km	2951232
(2)	EQ:	bellenberg	bellenberg	51.873100	9.005360	409.619455km	3207243
(1)	EQ:	landau	landau	51.342090	9.085010	0.000000km	2881651
(1)	EQ:	erfurt	erfurt	50.978700	11.032830	0.000000km	2929670
(2)	EQ:	ilmenau	ilmenau	50.683220	10.918580	0.000000km	2896514
(2)	EQ:	ilmenau	ilmenau	49.794560	10.512200	103.012123km	2896515
(16)	IN:	mucke	muckers	51.821800	14.076140	0.000000km	2868877
(16)	IN:	mucke	muckern	51.214080	12.462370	130.836752km	2868878
(16)	IN:	mucke	muckenthal	49.886410	12.142750	254.715703km	2868884
(16)	IN:	mucke	muckental	49.425620	9.204020	435.637454km	2868887
(16)	IN:	mucke	muckental	48.995220	10.199390	417.978790km	2868888
(16)	IN:	mucke	muckenschopf	48.694330	7.987580	556.040100km	2868891
(16)	IN:	mucke	muckenreuth	50.005180	11.493680	271.677125km	2868892
(16)	IN:	mucke	muckenreuth	49.938740	11.777180	264.662096km	2868893
(16)	IN:	mucke	muckenloch	49.390160	8.859580	457.570625km	2868896
(16)	IN:	mucke	muckendorf	48.741890	12.065550	371.319654km	2868908
(16)	IN:	mucke	muckenberg	48.221080	8.331530	574.028336km	2868912
(16)	IN:	mucke	muckenbach	49.199540	12.302630	317.643589km	2868919
(16)	IN:	mucke	muckeln	50.083330	6.916670	538.699200km	2868920
(16)	IN:	mucke	dreiskau-muckern	51.216770	12.466480	130.435126km	2935087
(16)	IN:	mucke	muckenwinkling	48.931980	12.659110	336.868465km	3206686
(16)	IN:	mucke	muckensturm	48.822000	9.236500	479.528056km	11807668
(1)	EQ:	lemgo	lemgo	52.027860	8.899010	0.000000km	2878943
(1)	EQ:	frankfurt	frankfurt	49.683330	10.533330	0.000000km	2925536
(1)	EQ:	dreieich	dreieich	50.019970	8.696110	0.000000km	2935220
(1)	EQ:	bad gandersheim	bad gandersheim	51.871670	10.025370	0.000000km	2953456
(1)	EQ:	emstek	emstek	52.833330	8.150000	0.000000km	2930426
(2)	EQ:	berlin	berlin	54.035730	10.449870	0.000000km	2950158
(2)	EQ:	berlin	berlin	52.524370	13.410530	259.366210km	2950159
(3)	EQ:	arnsberg	arnsberg	51.383330	8.083330	0.000000km	2955471
(3)	EQ:	arnsberg	arnsberg	51.122960	7.332060	59.916849km	2955472
(3)	EQ:	arnsberg	arnsberg	48.926040	11.374580	360.525890km	2955473
(2)	EQ:	sassenberg	sassenberg	51.992230	8.040680	0.000000km	2841351
(2)	EQ:	sassenberg	sassenberg	50.690790	7.351390	152.548051km	2841352
(2)	EQ:	bebra	bebra	51.361920	10.841910	0.000000km	2951792
(2)	EQ:	bebra	bebra	50.974450	9.795620	84.932177km	2951793
(4)	EQ:	illingen	illingen	51.616260	7.926460	0.000000km	2896537
(4)	EQ:	illingen	illingen	49.373620	7.047580	257.139412km	2896538
(4)	EQ:	illingen	illingen	48.956160	8.924590	304.317643km	2896539
(4)	EQ:	illingen	illingen	48.934060	8.207470	299.023793km	2896540
(1)	EQ:	kummersbruck	kummersbruck	49.419170	11.888330	0.000000km	2882529
(1)	EQ:	mayen	mayen	50.327970	7.222770	0.000000km	2872649
(3)	EQ:	wesel	wesel	53.229730	9.920860	0.000000km	2810676
(3)	EQ:	wesel	wesel	52.423660	7.386430	192.937961km	2810677
(3)	EQ:	wesel	wesel	51.666900	6.620370	283.849500km	2810678
(1)	EQ:	wardenburg	wardenburg	53.066670	8.200000	0.000000km	2814146
(1)	EQ:	hilpoltstein	hilpoltstein	49.190470	11.190600	0.000000km	2904638
(2)	EQ:	heilbronn	heilbronn	49.167500	10.362500	0.000000km	2907668
(2)	EQ:	heilbronn	heilbronn	49.139950	9.220540	83.357338km	2907669
(1)	EQ:	braunlingen	braunlingen	47.929570	8.448060	0.000000km	2945051
(1)	EQ:	straubing	straubing	48.881260	12.573850	0.000000km	2826099
(1)	EQ:	bad wurzach	bad wurzach	47.907990	9.896860	0.000000km	2953312
(1)	EQ:	ottweiler	ottweiler	49.401330	7.164240	0.000000km	2855917
(0)	No match: florsheim am main
(1)	EQ:	engelskirchen	engelskirchen	50.988540	7.413910	0.000000km	2930216
(1)	EQ:	mettmann	mettmann	51.250400	6.975360	0.000000km	2871535
(0)	No match: konigslutter am elm
(1)	EQ:	buchloe	buchloe	48.037190	10.725480	0.000000km	2942281
(1)	EQ:	kulmbach	kulmbach	50.100680	11.450320	0.000000km	2882588
(1)	EQ:	alzey	alzey	49.746570	8.115130	0.000000km	2956710
(2)	EQ:	dietfurt	dietfurt	49.035780	11.586240	0.000000km	2937110
(2)	EQ:	dietfurt	dietfurt	48.077550	9.140130	209.649891km	2937111
(1)	EQ:	freudenstadt	freudenstadt	48.466950	8.413710	0.000000km	2924894
(1)	EQ:	dieburg	dieburg	49.897380	8.846130	0.000000km	2937591
(1)	EQ:	idar-oberstein	idar-oberstein	49.714430	7.307760	0.000000km	2896753
(1)	EQ:	tittmoning	tittmoning	48.061640	12.767600	0.000000km	2822075
(8)	EQ:	lindau	lindau	50.058470	11.512360	0.000000km	2877543
(8)	EQ:	lindau	lindau	54.595560	9.794340	518.224086km	2877544
(8)	EQ:	lindau	lindau	54.383330	9.900000	493.651418km	2877545
(8)	EQ:	lindau	lindau	52.037510	12.107880	224.089970km	2877546
(8)	EQ:	lindau	lindau	51.650000	10.133330	201.923639km	2877547
(8)	EQ:	lindau	lindau	51.020040	11.914970	110.706383km	2877548
(8)	EQ:	lindau	lindau	48.780920	13.296170	192.184508km	2877549
(8)	EQ:	lindau	lindau	47.546120	9.684310	309.962105km	2877550
(1)	EQ:	bamberg	bamberg	49.898730	10.900670	0.000000km	2952984
(1)	EQ:	bad schwalbach	bad schwalbach	50.141960	8.069640	0.000000km	2953348
(1)	EQ:	sarstedt	sarstedt	52.234950	9.854110	0.000000km	2841386
(0)	No match: julich
(6)	EQ:	eschenbach	eschenbach	50.929590	8.125810	0.000000km	2929086
(6)	EQ:	eschenbach	eschenbach	50.368020	12.320890	303.162373km	2929087
(6)	EQ:	eschenbach	eschenbach	49.966600	10.699300	211.845739km	2929088
(6)	EQ:	eschenbach	eschenbach	49.530170	11.491010	286.116065km	2929089
(6)	EQ:	eschenbach	eschenbach	49.485210	10.671470	242.537773km	2929090
(6)	EQ:	eschenbach	eschenbach	48.652640	9.670370	276.582519km	2929091
