79484
Matches	Search_type	jot_city	geo_name_city	lat	lon	dist_from_first	geonameid
(1)	IN:	alzenau	alzenau in unterfranken	50.088800	9.064550	0.000000km	2956715
(1)	EQ:	hochheim am main	hochheim am main	50.014360	8.352180	0.000000km	2903175
(1)	EQ:	sankt ingbert	sankt ingbert	49.276970	7.116720	0.000000km	2841590
(1)	EQ:	seelze	seelze	52.396350	9.597270	0.000000km	2833641
(2)	EQ:	beelitz	beelitz	52.688350	11.953640	0.000000km	2951594
(2)	EQ:	beelitz	beelitz	52.238120	12.971400	85.409618km	2951595
(1)	EQ:	speyer	speyer	49.320830	8.431110	0.000000km	2830582
(16)	EQ:	muhlhausen	muhlhausen	49.961550	10.051580	0.000000km	2867999
(16)	EQ:	muhlhausen	muhlhausen	49.858640	10.010200	11.826019km	2868000
(16)	EQ:	muhlhausen	muhlhausen	49.754430	10.775630	56.932787km	2868002
(16)	EQ:	muhlhausen	muhlhausen	49.344140	11.708160	137.926999km	2868003
(16)	EQ:	muhlhausen	muhlhausen	49.248610	8.726670	124.329809km	2868004
(16)	EQ:	muhlhausen	muhlhausen	49.169470	11.446640	133.956117km	2868005
(16)	EQ:	muhlhausen	muhlhausen	48.805670	8.823120	156.462384km	2868006
(16)	EQ:	muhlhausen	muhlhausen	48.776560	11.792950	182.650426km	2868007
(16)	EQ:	muhlhausen	muhlhausen	48.777570	11.306130	160.124282km	2868008
(16)	EQ:	muhlhausen	muhlhausen	48.691370	12.362240	219.455253km	2868009
(16)	EQ:	muhlhausen	muhlhausen	48.576610	9.657330	156.675001km	2868010
(16)	EQ:	muhlhausen	muhlhausen	48.440500	10.934840	180.990967km	2868011
(16)	EQ:	muhlhausen	muhlhausen	48.182120	9.702900	199.524957km	2868012
(16)	EQ:	muhlhausen	muhlhausen	48.052040	8.583030	237.977466km	2868013
(16)	EQ:	muhlhausen	muhlhausen	47.967530	9.817060	222.416627km	2868014
(16)	EQ:	muhlhausen	muhlhausen	47.809940	8.813280	255.920161km	2868015
(2)	EQ:	denkendorf	denkendorf	48.928390	11.456950	0.000000km	2938252
(2)	EQ:	denkendorf	denkendorf	48.695550	9.316750	159.303638km	2938253
(1)	EQ:	lutzelbach	lutzelbach	49.788330	9.075280	0.000000km	3278304
(1)	EQ:	waakirchen	waakirchen	47.772500	11.673150	0.000000km	2815804
(1)	EQ:	tuttlingen	tuttlingen	47.984640	8.817700	0.000000km	2820693
(1)	EQ:	krefeld	krefeld	51.336450	6.553810	0.000000km	2884509
(1)	EQ:	apolda	apolda	51.026240	11.516380	0.000000km	2955770
(1)	EQ:	brilon	brilon	51.394620	8.571460	0.000000km	2944079
(0)	No match: budelsdorf
(1)	EQ:	feuchtwangen	feuchtwangen	49.162870	10.338500	0.000000km	2927048
(1)	EQ:	teterow	teterow	53.775450	12.574870	0.000000km	2823398
(1)	EQ:	schwabach	schwabach	49.330470	11.023460	0.000000km	2835537
(2)	EQ:	marl	marl	52.483330	8.366670	0.000000km	2873262
(2)	EQ:	marl	marl	51.656710	7.090380	126.956127km	2873263
(1)	IN:	nordlingen	bosennordlingen	49.249270	10.235930	0.000000km	2945879
(3)	EQ:	kleve	kleve	54.295100	9.124080	0.000000km	2887833
(3)	EQ:	kleve	kleve	53.966670	9.400000	40.764132km	2887834
(3)	EQ:	kleve	kleve	51.788260	6.138650	343.335400km	2887835
(1)	EQ:	parkstein	parkstein	49.729210	12.067550	0.000000km	2855416
(1)	EQ:	werne	werne	51.664460	7.634210	0.000000km	2810833
(1)	EQ:	querfurt	querfurt	51.381240	11.600470	0.000000km	2851393
(0)	No match: bad munstereifel
(1)	EQ:	kirchseeon	kirchseeon	48.071430	11.888750	0.000000km	2890381
(1)	EQ:	kevelaer	kevelaer	51.582430	6.246030	0.000000km	2891258
(1)	EQ:	dusslingen	dusslingen	48.453570	9.055520	0.000000km	2934235
(1)	EQ:	wuppertal	wuppertal	51.270270	7.167550	0.000000km	2805753
(0)	No match: glienicke/nordbahn
(1)	EQ:	riedstadt	riedstadt	49.834110	8.496210	0.000000km	3272941
(2)	EQ:	chemnitz	chemnitz	53.581990	13.154280	0.000000km	2940131
(2)	EQ:	chemnitz	chemnitz	50.835700	12.929220	305.969747km	2940132
(0)	No match: frankenberg (eder)
(1)	EQ:	freisen	freisen	49.550000	7.250000	0.000000km	2925038
(1)	EQ:	reinfeld	reinfeld	53.831840	10.491260	0.000000km	2848811
(0)	No match: monchengladbach
(1)	EQ:	villingen-schwenningen	villingen-schwenningen	48.062260	8.493580	0.000000km	2817220
(1)	EQ:	neustadt an der donau	neustadt an der donau	48.807050	11.769520	0.000000km	2864056
(4)	EQ:	karlsfeld	karlsfeld	51.916000	12.692640	0.000000km	2892871
(4)	EQ:	karlsfeld	karlsfeld	51.549990	14.208320	112.349341km	2892872
(4)	EQ:	karlsfeld	karlsfeld	51.548110	12.176140	54.302287km	2892873
(4)	EQ:	karlsfeld	karlsfeld	48.226970	11.475730	419.461541km	2892874
(0)	No match: quakenbruck
(1)	EQ:	schwalmstadt	schwalmstadt	50.933330	9.216670	0.000000km	2835345
(2)	EQ:	laatzen	laatzen	52.315060	9.797390	0.000000km	2882087
(2)	EQ:	laatzen	laatzen	52.045840	9.310050	44.817113km	2882088
(0)	No match: herzebrock-clarholz
(1)	EQ:	much	much	50.903830	7.403060	0.000000km	2868936
(1)	EQ:	lindlar	lindlar	51.019590	7.377580	0.000000km	2877142
(1)	EQ:	nidda	nidda	50.413300	9.006380	0.000000km	2863716
(12)	EQ:	buchen	buchen	53.480080	10.617600	0.000000km	2942627
(12)	EQ:	buchen	buchen	50.968000	7.707440	342.982463km	2942631
(12)	EQ:	buchen	buchen	50.936130	7.982530	335.468945km	2942632
(12)	EQ:	buchen	buchen	49.517050	10.627520	440.918176km	2942633
(12)	EQ:	buchen	buchen	49.524160	9.322930	449.193383km	2942634
(12)	EQ:	buchen	buchen	48.440480	7.989210	590.164818km	2942635
(12)	EQ:	buchen	buchen	47.827570	10.189270	629.519461km	2942636
(12)	EQ:	buchen	buchen	47.750000	9.833330	639.819589km	2942638
(12)	EQ:	buchen	buchen	47.739870	10.717710	638.583678km	2942639
(12)	EQ:	buchen	buchen	47.733330	9.900000	641.277591km	2942640
(12)	EQ:	buchen	buchen	47.633330	10.500000	650.443243km	2942641
(12)	EQ:	buchen	buchen	47.597200	10.643100	654.409627km	2942642
(1)	EQ:	ludwigsfelde	ludwigsfelde	52.303220	13.254050	0.000000km	2875379
(2)	EQ:	hoppegarten	hoppegarten	52.516670	13.666670	0.000000km	2899172
(2)	EQ:	hoppegarten	hoppegarten	52.486720	14.018050	24.092975km	2899173
(1)	EQ:	wehrheim	wehrheim	50.300000	8.566670	0.000000km	2813216
(1)	EQ:	brakel	brakel	51.717500	9.185960	0.000000km	2945542
(0)	No match: ehrenkirchen
(1)	EQ:	eutin	eutin	54.140540	10.607510	0.000000km	2928381
(1)	EQ:	furth im wald	furth im wald	49.309550	12.841560	0.000000km	2923529
(1)	EQ:	warendorf	warendorf	51.951090	7.987560	0.000000km	2814127
(1)	EQ:	genthin	genthin	52.406680	12.159200	0.000000km	2921309
(1)	EQ:	waghausel	waghausel	49.249910	8.512570	0.000000km	2815487
(0)	No match: lubeck
(3)	EQ:	burgdorf	burgdorf	52.446280	10.006400	0.000000km	2941405
(3)	EQ:	burgdorf	burgdorf	52.144340	10.217630	36.558023km	2941406
(3)	EQ:	burgdorf	burgdorf	52.051860	10.535550	56.851885km	2941407
(0)	No match: wedemark
(1)	EQ:	einbeck	einbeck	51.820180	9.869610	0.000000km	2931804
(2)	EQ:	pfullendorf	pfullendorf	51.008060	10.720560	0.000000km	2853929
(2)	EQ:	pfullendorf	pfullendorf	47.926100	9.257800	358.776030km	2853930
(1)	EQ:	wolnzach	wolnzach	48.603800	11.625680	0.000000km	2806339
(1)	EQ:	gescher	gescher	51.954000	7.004810	0.000000km	2920842
(3)	EQ:	recklinghausen	recklinghausen	51.033330	7.616670	0.000000km	2849646
(3)	EQ:	recklinghausen	recklinghausen	51.613790	7.197380	70.884759km	2849647
(3)	EQ:	recklinghausen	recklinghausen	51.307930	8.026380	41.885377km	2849648
(5)	EQ:	hochstadt	hochstadt	50.153130	8.835780	0.000000km	2903014
(5)	EQ:	hochstadt	hochstadt	49.698750	11.410440	191.647937km	2903015
(5)	EQ:	hochstadt	hochstadt	48.997850	10.502540	176.178376km	2903017
(5)	EQ:	hochstadt	hochstadt	48.055540	11.268110	293.157797km	2903018
(5)	EQ:	hochstadt	hochstadt	49.247500	8.208890	110.412611km	3272957
(1)	EQ:	lachendorf	lachendorf	52.616670	10.250000	0.000000km	2882028
(25)	EQ:	oberhausen	oberhausen	48.393570	10.881230	0.000000km	2860406
(25)	EQ:	oberhausen	oberhausen	48.221760	7.710860	235.937437km	2860407
(25)	EQ:	oberhausen	oberhausen	53.715140	8.570190	613.707493km	2860408
(25)	EQ:	oberhausen	oberhausen	53.137490	8.342530	557.203197km	2860409
(25)	EQ:	oberhausen	oberhausen	51.478050	6.862500	448.124842km	2860410
(25)	EQ:	oberhausen	oberhausen	50.716670	8.850000	297.223722km	2860411
(25)	EQ:	oberhausen	oberhausen	50.506390	6.465610	397.043046km	2860412
(25)	EQ:	oberhausen	oberhausen	50.450880	7.963690	311.654413km	2860413
(25)	EQ:	oberhausen	oberhausen	49.808850	7.449860	295.858417km	2860414
(25)	EQ:	oberhausen	oberhausen	49.790830	7.758470	275.943548km	2860415
(25)	EQ:	oberhausen	oberhausen	49.546280	9.936710	145.652158km	2860416
(25)	EQ:	oberhausen	oberhausen	49.316460	7.517820	267.277205km	2860417
(25)	EQ:	oberhausen	oberhausen	49.263610	8.482780	200.915814km	2860418
(25)	EQ:	oberhausen	oberhausen	49.096940	8.058330	221.836824km	2860419
(25)	EQ:	oberhausen	oberhausen	48.776390	12.131390	101.582491km	2860420
(25)	EQ:	oberhausen	oberhausen	48.738120	9.659920	97.943076km	2860421
(25)	EQ:	oberhausen	oberhausen	48.722010	11.111510	40.284903km	2860422
(25)	EQ:	oberhausen	oberhausen	48.587770	12.663220	133.471031km	2860423
(25)	EQ:	oberhausen	oberhausen	48.433130	9.256560	120.348056km	2860424
(25)	EQ:	oberhausen	oberhausen	48.391370	8.958060	142.421793km	2860425
(25)	EQ:	oberhausen	oberhausen	48.331260	10.207840	50.377572km	2860426
(25)	EQ:	oberhausen	oberhausen	48.054060	8.991580	145.387149km	2860427
(25)	EQ:	oberhausen	oberhausen	47.955860	10.985110	49.279968km	2860428
(25)	EQ:	oberhausen	oberhausen	47.921320	10.082190	79.317275km	2860429
(25)	EQ:	oberhausen	oberhausen	47.783330	11.133330	70.404883km	2860430
(1)	EQ:	bad hindelang	bad hindelang	47.506240	10.372300	0.000000km	2904473
(27)	EQ:	lauterbach	lauterbach	54.343870	13.499340	0.000000km	2879921
(27)	EQ:	lauterbach	lauterbach	51.228330	13.609610	346.783731km	2879922
(27)	EQ:	lauterbach	lauterbach	51.230540	8.929750	463.575591km	2879923
(27)	EQ:	lauterbach	lauterbach	51.173190	12.625000	357.734132km	2879924
(27)	EQ:	lauterbach	lauterbach	51.067870	14.114860	366.917770km	2879925
(27)	EQ:	lauterbach	lauterbach	51.066670	10.350000	422.173102km	2879926
(27)	EQ:	lauterbach	lauterbach	50.776600	12.397180	403.920269km	2879927
(27)	EQ:	lauterbach	lauterbach	50.678460	13.176890	408.461504km	2879928
(27)	EQ:	lauterbach	lauterbach	50.635580	9.397770	497.704895km	2879929
(27)	EQ:	lauterbach	lauterbach	50.205590	12.145130	469.638239km	2879930
(27)	EQ:	lauterbach	lauterbach	49.878050	12.451390	502.052704km	2879931
(27)	EQ:	lauterbach	lauterbach	49.346740	10.327790	597.263543km	2879932
(27)	EQ:	lauterbach	lauterbach	49.184450	6.743780	738.946672km	2879933
(27)	EQ:	lauterbach	lauterbach	49.121190	11.334970	599.940176km	2879934
(27)	EQ:	lauterbach	lauterbach	48.892920	12.794520	608.425082km	2879935
(27)	EQ:	lauterbach	lauterbach	48.623070	10.745020	664.481834km	2879936
(27)	EQ:	lauterbach	lauterbach	48.521850	12.575040	650.902477km	2879937
(27)	EQ:	lauterbach	lauterbach	48.433870	11.248080	675.842964km	2879938
(27)	EQ:	lauterbach	lauterbach	48.393790	12.745530	664.044352km	2879939
(27)	EQ:	lauterbach	lauterbach	48.381990	11.540110	677.108510km	2879940
(27)	EQ:	lauterbach	lauterbach	48.268340	11.299780	693.019920km	2879941
(27)	EQ:	lauterbach	lauterbach	48.245130	10.551830	708.808293km	2879942
(27)	EQ:	lauterbach	lauterbach	48.230500	12.354810	684.779764km	2879943
(27)	EQ:	lauterbach	lauterbach	48.048250	12.055260	707.594551km	2879945
(27)	EQ:	lauterbach	lauterbach	47.811280	12.191950	732.465232km	2879946
(27)	EQ:	lauterbach	lauterbach	47.711480	10.879700	760.246703km	2879947
(27)	EQ:	lauterbach	lauterbach	50.399930	12.153880	448.301407km	3209188
(3)	EQ:	zirndorf	zirndorf	49.442400	10.954140	0.000000km	2804034
(3)	EQ:	zirndorf	zirndorf	49.193080	10.472430	44.670411km	2804035
(3)	EQ:	zirndorf	zirndorf	48.980410	10.669600	55.404663km	2804036
(2)	EQ:	simbach	simbach	49.145280	11.511100	0.000000km	2832044
(2)	EQ:	simbach	simbach	48.566060	12.738880	110.753023km	2832045
(1)	EQ:	penzberg	penzberg	47.752930	11.377000	0.000000km	2854923
(1)	EQ:	ludwigshafen	ludwigshafen	47.816630	9.061380	0.000000km	2875377
(1)	EQ:	memmingen	memmingen	47.983720	10.185270	0.000000km	2871992
(1)	EQ:	dormagen	dormagen	51.096830	6.831670	0.000000km	2935825
(1)	EQ:	bad aibling	bad aibling	47.863800	12.010550	0.000000km	2953558
(1)	EQ:	schmalkalden	schmalkalden	50.721360	10.443860	0.000000km	2838059
(1)	EQ:	rodgau	rodgau	50.026270	8.885880	0.000000km	3336893
(1)	IN:	marburg	marburg an der lahn	50.809040	8.770690	0.000000km	2873759
(1)	EQ:	baunatal	baunatal	51.251820	9.407470	0.000000km	2951923
(1)	EQ:	kordel	kordel	49.833330	6.633330	0.000000km	2885495
(1)	EQ:	seeheim-jugenheim	seeheim-jugenheim	49.765000	8.651940	0.000000km	3337504
(1)	EQ:	moormerland	moormerland	53.311390	7.422980	0.000000km	8604541
(11)	EQ:	munster	munster	52.985690	10.087560	0.000000km	2867542
(11)	EQ:	munster	munster	50.016550	9.855560	330.732063km	2867547
(11)	EQ:	munster	munster	49.922780	8.867780	351.145202km	2867548
(11)	EQ:	munster	munster	49.442160	10.037480	394.241351km	2867549
(11)	EQ:	munster	munster	48.997200	9.784910	444.218998km	2867550
(11)	EQ:	munster	munster	48.952740	12.572090	481.329088km	2867551
(11)	EQ:	munster	munster	48.732100	12.052220	492.947578km	2867552
(11)	EQ:	munster	munster	48.363420	12.328700	537.970443km	2867554
(11)	EQ:	munster	munster	48.229040	10.636230	530.551807km	2867555
(11)	EQ:	munster	munster	47.971420	11.836480	571.378488km	2867556
(11)	EQ:	munster	munster	47.857140	7.793240	593.245601km	2867557
(0)	No match: gustrow
(3)	EQ:	eschweiler	eschweiler	51.049090	6.126910	0.000000km	2928962
(3)	EQ:	eschweiler	eschweiler	50.818540	6.271840	27.597441km	2928963
(3)	EQ:	eschweiler	eschweiler	50.572440	6.741290	68.459666km	2928964
(1)	EQ:	wiernsheim	wiernsheim	48.883330	8.850000	0.000000km	2809403
(1)	EQ:	rendsburg	rendsburg	54.306630	9.663130	0.000000km	2848245
(1)	EQ:	moers	moers	51.453420	6.632600	0.000000km	2870221
(1)	EQ:	teltow	teltow	52.403100	13.260140	0.000000km	2823567
(1)	EQ:	wilhelmshaven	wilhelmshaven	53.529980	8.112530	0.000000km	2808720
(5)	IN:	annweiler	tannweiler	48.735450	9.840700	0.000000km	2824022
(5)	IN:	annweiler	tannweiler	47.926100	9.685140	90.733159km	2824023
(5)	IN:	annweiler	mannweiler	49.700000	7.800000	183.319054km	2873864
(5)	IN:	annweiler	annweiler am trifels	49.206130	7.975270	146.258717km	2955951
(5)	IN:	annweiler	mannweiler-colln	49.683330	7.783330	183.253021km	3207531
(1)	EQ:	dorsten	dorsten	51.661660	6.965140	0.000000km	2935530
(1)	IN:	trostberg	trostberg an der alz	48.028020	12.558040	0.000000km	2820964
(0)	No match: bad saulgau
(1)	EQ:	erkelenz	erkelenz	51.079470	6.315310	0.000000km	2929622
(0)	No match: schalksmuhle
(1)	EQ:	westerland	westerland	54.907900	8.303260	0.000000km	2810284
(1)	EQ:	ochsenfurt	ochsenfurt	49.664290	10.062270	0.000000km	2858333
(1)	EQ:	ilshofen	ilshofen	49.170150	9.918250	0.000000km	2896476
(1)	EQ:	rheinzabern	rheinzabern	49.118060	8.278060	0.000000km	2847595
(1)	EQ:	korbach	korbach	51.275610	8.873000	0.000000km	2885536
(1)	EQ:	eibelstadt	eibelstadt	49.723920	9.999620	0.000000km	2932748
(5)	EQ:	barnstorf	barnstorf	54.339650	12.406050	0.000000km	2952450
(5)	EQ:	barnstorf	barnstorf	54.086040	12.084510	35.170033km	2952451
(5)	EQ:	barnstorf	barnstorf	52.710090	8.502560	316.015294km	2952452
(5)	EQ:	barnstorf	barnstorf	52.382690	10.804030	242.493096km	2952453
(5)	EQ:	barnstorf	barnstorf	52.097810	10.807370	271.370028km	2952454
(1)	EQ:	monheim am rhein	monheim am rhein	51.091620	6.892170	0.000000km	2869791
(1)	EQ:	merseburg	merseburg	51.354780	11.989230	0.000000km	2871736
(1)	EQ:	seevetal	seevetal	53.400000	9.966670	0.000000km	2833564
(1)	IN:	obersulm	obersulmetingen	48.215340	9.826230	0.000000km	2858863
(1)	EQ:	nagold	nagold	48.549800	8.723660	0.000000km	2867164
(2)	EQ:	herborn	herborn	50.681350	8.303690	0.000000km	2906199
(2)	EQ:	herborn	herborn	49.766670	7.300000	124.423328km	2906200
(1)	EQ:	wegberg	wegberg	51.142210	6.284360	0.000000km	2813390
(9)	EQ:	sundern	sundern	51.426970	7.199210	0.000000km	2824648
(9)	EQ:	sundern	sundern	51.891060	8.408460	98.325335km	2824649
(9)	EQ:	sundern	sundern	52.533870	7.806880	130.044659km	2824650
(9)	EQ:	sundern	sundern	52.272780	9.276670	171.305363km	2824651
(9)	EQ:	sundern	sundern	52.243410	8.749180	140.232260km	2824652
(9)	EQ:	sundern	sundern	52.137760	8.648060	127.477505km	2824653
(9)	EQ:	sundern	sundern	52.121470	8.804720	135.092732km	2824654
(9)	EQ:	sundern	sundern	51.328100	8.003690	57.082637km	2824655
(9)	EQ:	sundern	sundern	52.389160	8.407130	135.538187km	2824668
(1)	EQ:	rheinberg	rheinberg	51.546490	6.595250	0.000000km	2847662
(3)	EQ:	steinen	steinen	51.559190	7.819670	0.000000km	2828226
(3)	EQ:	steinen	steinen	50.583330	7.800000	108.572822km	2828227
(3)	EQ:	steinen	steinen	47.644460	7.739140	435.440252km	2828228
(1)	EQ:	olsberg	olsberg	51.356130	8.488990	0.000000km	2857291
(0)	No match: lorrach
(1)	EQ:	obertshausen	obertshausen	50.071390	8.851230	0.000000km	2858763
(4)	IN:	hanau	hanauerhof	49.659420	7.839010	0.000000km	2911003
(4)	IN:	hanau	hanau am main	50.134230	8.914180	93.575394km	2911007
(4)	IN:	hanau	hanau-altstadt	50.136640	8.917680	93.932703km	8629463
(4)	IN:	hanau	hanau-neustadt	50.132740	8.917040	93.652818km	8629464
(1)	EQ:	langgons	langgons	50.500000	8.666670	0.000000km	2880672
(1)	EQ:	brandenburg	brandenburg	50.697160	6.144660	0.000000km	2945359
(0)	No match: osnabruck
(2)	EQ:	minden	minden	52.289530	8.914550	0.000000km	2871039
(2)	EQ:	minden	minden	49.833330	6.466670	322.625937km	2871040
(1)	EQ:	viernheim	viernheim	49.540330	8.578200	0.000000km	2817324
(1)	EQ:	neu-ulm	neu-ulm	48.392790	10.011120	0.000000km	2863941
(1)	EQ:	bitterfeld-wolfen	bitterfeld-wolfen	51.623550	12.323950	0.000000km	2948164
(0)	No match: boblingen
(8)	EQ:	stelle	stelle	52.433330	8.466670	0.000000km	2827572
(8)	EQ:	stelle	stelle	54.250000	9.066670	206.091731km	2827573
(8)	EQ:	stelle	stelle	53.384160	10.111380	153.095804km	2827574
(8)	EQ:	stelle	stelle	53.008120	8.679290	65.556706km	2827575
(8)	EQ:	stelle	stelle	52.792950	8.684850	42.659747km	2827576
(8)	EQ:	stelle	stelle	52.603960	8.933430	36.937867km	2827577
(8)	EQ:	stelle	stelle	52.444090	9.913990	98.430099km	2827578
(8)	EQ:	stelle	stelle	52.424040	8.637910	11.693536km	11594441
(1)	EQ:	gerolstein	gerolstein	50.222240	6.659840	0.000000km	2920963
(2)	EQ:	wittstock	wittstock	53.374260	13.694020	0.000000km	2807200
(2)	EQ:	wittstock	wittstock	53.161180	12.482870	84.215814km	2807201
(3)	EQ:	damme	damme	53.293950	14.011770	0.000000km	2939165
(3)	EQ:	damme	damme	52.615650	12.568880	122.884831km	2939166
(3)	EQ:	damme	damme	52.521570	8.197930	400.366584km	2939167
(1)	EQ:	alfdorf	alfdorf	48.843850	9.718570	0.000000km	2958535
(1)	EQ:	bitburg	bitburg	49.967940	6.527340	0.000000km	2948184
(1)	EQ:	bockenem	bockenem	52.009930	10.131970	0.000000km	2947359
(2)	EQ:	neumunster	neumunster	48.443050	10.563060	0.000000km	2864477
(2)	EQ:	neumunster	neumunster	47.966080	11.826700	107.863524km	2864478
(3)	EQ:	offenbach	offenbach	48.208680	8.214720	0.000000km	2857805
(3)	EQ:	offenbach	offenbach	50.698780	8.415480	277.327128km	2857806
(3)	EQ:	offenbach	offenbach	50.100610	8.766470	214.219695km	2857807
(1)	EQ:	kronshagen	kronshagen	54.333330	10.083330	0.000000km	2883647
(1)	EQ:	medebach	medebach	51.197130	8.706350	0.000000km	2872557
(1)	EQ:	bad saarow	bad saarow	52.283330	14.066670	0.000000km	2953366
(0)	No match: kuhlungsborn
(1)	EQ:	marbach am neckar	marbach am neckar	48.939640	9.259950	0.000000km	2873776
(2)	EQ:	bergtheim	bergtheim	49.900000	10.066670	0.000000km	2950249
(2)	EQ:	bergtheim	bergtheim	49.644960	10.646700	50.501004km	2950250
(1)	EQ:	wernberg-koblitz	wernberg-koblitz	49.539310	12.161300	0.000000km	2810840
(5)	EQ:	wolfstein	wolfstein	49.584110	7.604960	0.000000km	2806523
(5)	EQ:	wolfstein	wolfstein	49.293780	11.492300	283.746204km	2806524
(5)	EQ:	wolfstein	wolfstein	48.868270	12.873140	391.816668km	2806525
(5)	EQ:	wolfstein	wolfstein	48.816670	13.566670	442.653815km	2806526
(5)	EQ:	wolfstein	wolfstein	50.387520	11.710720	307.666139km	8260450
(1)	EQ:	cremlingen	cremlingen	52.250000	10.650000	0.000000km	2939763
(1)	EQ:	gifhorn	gifhorn	52.477740	10.551100	0.000000km	2920478
(1)	EQ:	ramstein-miesenbach	ramstein-miesenbach	49.444520	7.555330	0.000000km	2850536
(2)	EQ:	herrenberg	herrenberg	48.595230	8.866480	0.000000km	2905826
(2)	EQ:	herrenberg	herrenberg	50.955130	11.076540	306.946531km	11609486
(1)	EQ:	bocholt	bocholt	51.838790	6.615310	0.000000km	2947421
(0)	No match: altdorf bei nurnberg
(1)	EQ:	linnich	linnich	50.980020	6.270490	0.000000km	2877021
(3)	EQ:	singen	singen	50.725390	11.056280	0.000000km	2831922
(3)	EQ:	singen	singen	48.958360	8.569250	265.734071km	2831923
(3)	EQ:	singen	singen	47.759350	8.840300	367.174785km	2831924
(1)	EQ:	ennepetal	ennepetal	51.298480	7.362900	0.000000km	2930043
(3)	EQ:	telgte	telgte	52.328630	10.202780	0.000000km	2823588
(3)	EQ:	telgte	telgte	52.340080	7.888190	157.772849km	2823589
(3)	EQ:	telgte	telgte	51.979950	7.782930	170.093252km	2823590
(0)	No match: saarbrucken
(3)	EQ:	beckum	beckum	53.429740	8.432870	0.000000km	2951653
(3)	EQ:	beckum	beckum	51.755710	8.040750	188.168569km	2951654
(3)	EQ:	beckum	beckum	51.355160	7.894420	233.738551km	2951655
(1)	EQ:	nienburg	nienburg	52.646100	9.220860	0.000000km	2862620
(16)	EQ:	werder	werder	52.133910	11.655810	0.000000km	2810934
(16)	EQ:	werder	werder	54.154950	12.808510	237.768441km	2810935
(16)	EQ:	werder	werder	53.716520	13.356630	209.992051km	2810936
(16)	EQ:	werder	werder	53.501120	12.007710	153.985115km	2810937
(16)	EQ:	werder	werder	53.486470	13.099740	179.254871km	2810938
(16)	EQ:	werder	werder	53.485290	12.331120	157.126583km	2810939
(16)	EQ:	werder	werder	52.974760	9.048880	200.032626km	2810940
(16)	EQ:	werder	werder	52.941320	11.797940	90.362633km	2810941
(16)	EQ:	werder	werder	52.920600	12.702510	112.734934km	2810942
(16)	EQ:	werder	werder	52.519980	13.944220	161.814388km	2810943
(16)	EQ:	werder	werder	52.436070	11.157060	47.841678km	2810944
(16)	EQ:	werder	werder	52.378740	12.934000	91.432628km	2810945
(16)	EQ:	werder	werder	52.114370	14.030640	162.654349km	2810946
(16)	EQ:	werder	werder	52.037290	10.114970	106.163570km	2810947
(16)	EQ:	werder	werder	52.009930	13.128160	101.892277km	2810948
(16)	EQ:	werder	werder	52.492860	14.492650	197.531155km	2810953
(1)	EQ:	meerbusch	meerbusch	51.261180	6.671700	0.000000km	2872504
(1)	EQ:	altentreptow	altentreptow	53.694160	13.265040	0.000000km	2957437
(1)	EQ:	sinsheim	sinsheim	49.252900	8.878670	0.000000km	2831872
(1)	EQ:	garmisch-partenkirchen	garmisch-partenkirchen	47.492090	11.095760	0.000000km	2922530
(1)	EQ:	lauda-konigshofen	lauda-konigshofen	49.565260	9.708160	0.000000km	3274966
(1)	EQ:	waldshut-tiengen	waldshut-tiengen	47.623230	8.217170	0.000000km	2814791
(2)	EQ:	oberrot	oberrot	49.014440	9.667220	0.000000km	2859234
(2)	EQ:	oberrot	oberrot	47.791260	9.932510	137.426133km	2859235
(1)	EQ:	rudolstadt	rudolstadt	50.720430	11.340460	0.000000km	2843355
(2)	EQ:	herne	herne	51.707540	7.143100	0.000000km	2905890
(2)	EQ:	herne	herne	51.538800	7.225720	19.626573km	2905891
(1)	EQ:	schwanewede	schwanewede	53.233330	8.600000	0.000000km	2835260
(2)	EQ:	varel	varel	53.396930	8.136210	0.000000km	2817873
(2)	EQ:	varel	varel	53.188480	9.500700	93.896578km	2817874
(1)	EQ:	bargteheide	bargteheide	53.728560	10.266950	0.000000km	2952633
(1)	EQ:	harsefeld	harsefeld	53.453990	9.502970	0.000000km	2910280
(1)	EQ:	mindelheim	mindelheim	48.045780	10.492220	0.000000km	2871045
(2)	EQ:	wetter	wetter	52.216400	8.404050	0.000000km	2809983
(2)	EQ:	wetter	wetter	50.902540	8.723660	147.849153km	2809985
(3)	EQ:	haltern	haltern	52.300000	8.183330	0.000000km	2911393
(3)	EQ:	haltern	haltern	52.120770	7.267430	65.706021km	2911394
(3)	EQ:	haltern	haltern	51.742970	7.181630	92.570780km	2911395
(1)	EQ:	lauchhammer	lauchhammer	51.488130	13.766230	0.000000km	2880221
(1)	EQ:	kloster lehnin	kloster lehnin	52.320390	12.743200	0.000000km	6691734
(1)	EQ:	schontal	schontal	47.977890	10.010470	0.000000km	2836467
(6)	EQ:	steinhagen	steinhagen	54.226160	12.988670	0.000000km	2828045
(6)	EQ:	steinhagen	steinhagen	53.966650	11.827990	81.243560km	2828046
(6)	EQ:	steinhagen	steinhagen	53.947800	11.678550	91.158077km	2828047
(6)	EQ:	steinhagen	steinhagen	53.844470	11.923910	81.680014km	2828048
(6)	EQ:	steinhagen	steinhagen	53.666670	12.466670	71.082062km	2828049
