79484
Matches	Search_type	jot_city	geo_name_city	lat	lon	dist_from_first	geonameid
(1)<0>	EQ:	pritzwalk	P	pritzwalk	53.149450	12.174050	0.000000km	2851962
(1)<0>	EQ:	zeven	P	zeven	53.296570	9.276850	0.000000km	2804642
(1)<0>	EQ:	puchheim	P	puchheim	48.150000	11.350000	0.000000km	2851782
(2)<1>	EQ:	solms	A	solms	50.516670	8.416670	87.835324km	3208127
(1)<0>	EQ:	escheburg	P	escheburg	53.466670	10.316670	0.000000km	2929123
(1)<0>	IN:	arolsen	P	bad arolsen	51.379820	9.014450	0.000000km	2955421
(0)<0>	No match: bad munder
(0)<0>	No match: hohr-grenzhausen
(1)<0>	EQ:	lauenburg	P	lauenburg	53.371990	10.556540	0.000000km	2880181
(1)<0>	EQ:	rennerod	P	rennerod	50.608200	8.066970	0.000000km	2848187
(6)<1>	EQ:	hornberg	A	hornberg	48.217500	8.225600	170.590936km	6558107
(1)<0>	EQ:	weitnau	P	weitnau	47.641710	10.127320	0.000000km	2811614
(1)<0>	EQ:	rellingen	P	rellingen	53.650000	9.816670	0.000000km	2848340
(1)<0>	EQ:	grasbrunn	P	grasbrunn	48.079050	11.743610	0.000000km	2918037
(1)<0>	EQ:	grobenzell	P	grobenzell	48.200000	11.366670	0.000000km	2917221
(1)<0>	EQ:	prichsenstadt	P	prichsenstadt	49.819330	10.347730	0.000000km	2852129
(2)<1>	EQ:	allershausen	A	allershausen	48.432900	11.588100	383.789894km	6556197
(0)<1>	No match:	stemwede	A	stemwede	52.416670	8.450000	118.567470km	3213274
(1)<0>	EQ:	kropp	P	kropp	54.416670	9.516670	0.000000km	2883591
(1)<0>	EQ:	enger	P	enger	52.140630	8.557720	0.000000km	2930182
(4)<0>	EQ:	reichertshofen	P	reichertshofen	49.228530	11.421060	0.000000km	2849015
(4)<0>	EQ:	reichertshofen	P	reichertshofen	48.908850	9.947560	113.385706km	2849016
(4)<0>	EQ:	reichertshofen	P	reichertshofen	48.657750	11.466120	63.561430km	2849017
(4)<0>	EQ:	reichertshofen	P	reichertshofen	48.198710	10.595320	129.641598km	2849018
(5)<0>	EQ:	sulz	P	sulz	50.918190	6.921560	0.000000km	2824860
(5)<0>	EQ:	sulz	P	sulz	49.131270	9.717970	282.202558km	2824861
(5)<0>	EQ:	sulz	P	sulz	48.642500	10.921670	383.391206km	2824862
(5)<0>	EQ:	sulz	P	sulz	48.309260	7.861800	298.012138km	2824863
(5)<0>	EQ:	sulz	P	sulz	47.800430	11.057670	458.667597km	2824864
(1)<0>	EQ:	wessling	P	wessling	48.074520	11.248200	0.000000km	2810587
(1)<0>	EQ:	renchen	P	renchen	48.588500	8.013210	0.000000km	2848251
(4)<1>	EQ:	weissenbrunn	A	weissenbrunn	50.201700	11.345000	0.403973km	6556813
(1)<0>	EQ:	bad soden	P	bad soden	50.288570	9.364040	0.000000km	11611307
(1)<0>	EQ:	seehausen am staffelsee	P	seehausen am staffelsee	47.689280	11.184980	0.000000km	2833795
(2)<1>	EQ:	altenberge	A	altenberge	52.050000	7.466670	88.429104km	6553100
(4)<1>	EQ:	burgau	A	burgau	48.428500	10.407200	383.582574km	6558409
(1)<0>	EQ:	niederviehbach	P	niederviehbach	48.616670	12.383330	0.000000km	2862785
(1)<0>	EQ:	rommerskirchen	P	rommerskirchen	51.033330	6.683330	0.000000km	2845273
(24)<5>	EQ:	tiefenbach	P	tiefenbach	48.357110	8.281490	0.000000km	2822428
(24)<5>	EQ:	tiefenbach	P	tiefenbach	50.533330	8.333330	242.064740km	2822429
(24)<5>	EQ:	tiefenbach	P	tiefenbach	50.291290	11.395090	312.207238km	2822430
(24)<5>	EQ:	tiefenbach	P	tiefenbach	50.019290	12.047220	330.882371km	2822431
(24)<5>	EQ:	tiefenbach	P	tiefenbach	49.937610	7.543890	183.821692km	2822432
(24)<5>	EQ:	tiefenbach	P	tiefenbach	49.604070	7.611110	147.098409km	2822433
(24)<5>	EQ:	tiefenbach	P	tiefenbach	49.433330	12.583330	337.314796km	2822434
(24)<5>	EQ:	tiefenbach	P	tiefenbach	49.298540	9.202840	124.645268km	2822435
(24)<5>	EQ:	tiefenbach	P	tiefenbach	49.185250	12.323370	311.004452km	2822436
(24)<5>	EQ:	tiefenbach	P	tiefenbach	49.162480	10.041290	157.352476km	2822437
(24)<5>	EQ:	tiefenbach	P	tiefenbach	49.176570	8.797160	98.697861km	2822438
(24)<5>	EQ:	tiefenbach	P	tiefenbach	49.128090	11.178850	229.677085km	2822439
(24)<5>	EQ:	tiefenbach	P	tiefenbach	49.081390	10.919160	210.119347km	2822440
(24)<5>	EQ:	tiefenbach	P	tiefenbach	48.796030	12.093090	285.429724km	2822441
(24)<5>	EQ:	tiefenbach	P	tiefenbach	48.624210	13.400250	379.445081km	2822442
(24)<5>	EQ:	tiefenbach	P	tiefenbach	48.500000	12.100000	283.006376km	2822443
(24)<5>	EQ:	tiefenbach	P	tiefenbach	48.360580	10.099700	134.738327km	2822444
(24)<5>	EQ:	tiefenbach	P	tiefenbach	48.250850	12.090280	282.776292km	2822445
(24)<5>	EQ:	tiefenbach	P	tiefenbach	48.252060	10.122010	137.034437km	2822446
(24)<5>	EQ:	tiefenbach	P	tiefenbach	48.083330	9.650000	106.147478km	2822447
(24)<5>	EQ:	tiefenbach	P	tiefenbach	47.761530	11.831590	272.755977km	2822448
(24)<5>	EQ:	tiefenbach	P	tiefenbach	47.737590	12.120410	294.356059km	2822449
(24)<5>	EQ:	tiefenbach	P	tiefenbach	47.716670	10.350000	169.889635km	2822450
(24)<5>	EQ:	tiefenbach	P	tiefenbach	47.509330	10.320360	179.142792km	2822451
(24)<5>	EQ:	tiefenbach	A	tiefenbach	49.433300	12.583300	337.311646km	6551289
(24)<5>	EQ:	tiefenbach	A	tiefenbach	49.936010	7.547020	183.585028km	6553973
(24)<5>	EQ:	tiefenbach	A	tiefenbach	48.083300	9.650000	106.148463km	6556030
(24)<5>	EQ:	tiefenbach	A	tiefenbach	48.500000	12.100000	283.006376km	6556514
(24)<5>	EQ:	tiefenbach	A	tiefenbach	48.616700	13.400000	379.390156km	6556536
(7)<1>	EQ:	ebersberg	A	ebersberg	48.085500	11.975000	267.078289km	6558211
(2)<1>	EQ:	weilerbach	A	weilerbach	49.483300	7.633330	0.003337km	6555065
(1)<0>	IN:	immenstaad	P	immenstaad am bodensee	47.666670	9.366670	0.000000km	2896263
(1)<0>	EQ:	twistringen	P	twistringen	52.799260	8.641630	0.000000km	2820643
(1)<0>	EQ:	oberammergau	P	oberammergau	47.598120	11.066920	0.000000km	2861422
(1)<0>	EQ:	poing	P	poing	48.170040	11.818630	0.000000km	2852939
(1)<0>	EQ:	schwanau	P	schwanau	48.366690	7.762440	0.000000km	7117230
(1)<0>	EQ:	vechelde	P	vechelde	52.260380	10.364910	0.000000km	2817813
(5)<0>	EQ:	neuenhagen	P	neuenhagen	52.184690	8.780070	0.000000km	2865712
(5)<0>	EQ:	neuenhagen	P	neuenhagen	53.957430	11.021150	247.934690km	2865713
(5)<0>	EQ:	neuenhagen	P	neuenhagen	53.746440	13.110660	338.842774km	2865714
(5)<0>	EQ:	neuenhagen	P	neuenhagen	52.836580	14.052970	365.183360km	2865715
(5)<0>	EQ:	neuenhagen	P	neuenhagen	52.529850	13.689140	336.585914km	2865716
(1)<0>	EQ:	mertingen	P	mertingen	48.656950	10.805570	0.000000km	2871716
(1)<0>	EQ:	henstedt-ulzburg	P	henstedt-ulzburg	53.805000	9.974520	0.000000km	3209083
(1)<0>	EQ:	geisenheim	P	geisenheim	49.984700	7.968350	0.000000km	2921707
(6)<2>	EQ:	elsdorf	P	elsdorf	54.257980	9.529160	0.000000km	2930775
(6)<2>	EQ:	elsdorf	P	elsdorf	53.241200	9.350560	113.779500km	2930776
(6)<2>	EQ:	elsdorf	P	elsdorf	51.781970	11.978840	320.812331km	2930777
(6)<2>	EQ:	elsdorf	P	elsdorf	50.937390	6.568280	420.374674km	2930778
(6)<2>	EQ:	elsdorf	P	elsdorf	50.872400	7.080690	411.640133km	2930779
(6)<2>	EQ:	elsdorf	P	elsdorf	50.966670	12.716670	425.056769km	2930780
(6)<2>	EQ:	elsdorf	A	elsdorf	53.233300	9.350000	114.657921km	6552722
(6)<2>	EQ:	elsdorf	A	elsdorf	50.938150	6.583500	419.809249km	6553063
(4)<1>	EQ:	waldkirch	A	waldkirch	48.092500	7.957800	371.705506km	6558101
(1)<0>	EQ:	aitrach	P	aitrach	47.933330	10.083330	0.000000km	2958798
(1)<0>	EQ:	bad krozingen	P	bad krozingen	47.916670	7.700000	0.000000km	2953414
(1)<0>	EQ:	steinheim am albuch	P	steinheim am albuch	48.690900	10.063820	0.000000km	2827989
(1)<0>	EQ:	farchant	P	farchant	47.530360	11.111510	0.000000km	2927828
(1)<0>	EQ:	pliezhausen	P	pliezhausen	48.559340	9.207490	0.000000km	2853192
(1)<0>	EQ:	treuchtlingen	P	treuchtlingen	48.954730	10.908330	0.000000km	2821254
(0)<0>	No match: hunxe
(1)<0>	EQ:	bohmte	P	bohmte	52.366670	8.316670	0.000000km	2946923
(1)<0>	EQ:	mittenwald	P	mittenwald	47.442200	11.261870	0.000000km	2870482
(2)<2>	EQ:	bendorf	P	bendorf	54.083330	9.383330	0.000000km	2951110
(2)<2>	EQ:	bendorf	P	bendorf	50.422890	7.579240	425.492479km	2951111
(2)<2>	EQ:	bendorf	A	bendorf	54.083300	9.383330	0.003339km	6551802
(2)<2>	EQ:	bendorf	A	bendorf	50.433300	7.566670	424.629552km	6557867
(1)<0>	EQ:	renningen	P	renningen	48.769740	8.938710	0.000000km	2848175
(3)<1>	EQ:	tettau	A	tettau	51.433300	13.733300	0.003936km	6547638
(1)<0>	EQ:	ubstadt-weiher	P	ubstadt-weiher	49.162960	8.631650	0.000000km	3272450
(0)<0>	No match: konigstein im taunus
(1)<0>	EQ:	wachtendonk	P	wachtendonk	51.409160	6.338940	0.000000km	2815651
(3)<1>	EQ:	rottendorf	A	rottendorf	49.790400	10.024700	0.229136km	6557097
(1)<0>	EQ:	ebern	P	ebern	50.095450	10.798310	0.000000km	2933984
(1)<0>	EQ:	bad liebenzell	P	bad liebenzell	48.774270	8.729710	0.000000km	2953407
(0)<0>	No match: horstel
(1)<0>	EQ:	trebur	P	trebur	49.926390	8.407320	0.000000km	2821416
(1)<0>	EQ:	stadtkyll	P	stadtkyll	50.350000	6.533330	0.000000km	2829762
(1)<0>	EQ:	ilsenburg	P	ilsenburg	51.866950	10.678170	0.000000km	2896483
(1)<0>	EQ:	valley	P	valley	47.893100	11.779150	0.000000km	2817904
(1)<0>	EQ:	vaterstetten	P	vaterstetten	48.105370	11.768250	0.000000km	2817818
(1)<0>	EQ:	gutenzell-hurbel	P	gutenzell-hurbel	48.116670	9.983330	0.000000km	3206180
(1)<0>	EQ:	dettenheim	P	dettenheim	48.986470	10.946500	0.000000km	2937918
(1)<0>	EQ:	traunreut	P	traunreut	47.962690	12.592310	0.000000km	2821517
(1)<0>	EQ:	hermannsburg	P	hermannsburg	52.832540	10.089570	0.000000km	2906015
(1)<0>	EQ:	berching	P	berching	49.106950	11.441380	0.000000km	2950882
(1)<0>	EQ:	gengenbach	P	gengenbach	48.404760	8.014330	0.000000km	2921355
(1)<0>	EQ:	rietheim-weilheim	P	rietheim-weilheim	48.016670	8.766670	0.000000km	3206259
(1)<0>	EQ:	ismaning	P	ismaning	48.233330	11.683330	0.000000km	2895643
(1)<0>	EQ:	sinzig	P	sinzig	50.543840	7.246390	0.000000km	2831852
(1)<0>	EQ:	prien am chiemsee	P	prien am chiemsee	47.856020	12.346230	0.000000km	2852101
(1)<0>	EQ:	queidersbach	P	queidersbach	49.366670	7.633330	0.000000km	2851459
(1)<0>	EQ:	bexbach	P	bexbach	49.346150	7.255270	0.000000km	2949470
(1)<0>	IN:	immenstadt	P	immenstadt im allgau	47.559960	10.213940	0.000000km	2896261
(1)<0>	EQ:	wildeshausen	P	wildeshausen	52.894460	8.433750	0.000000km	2808893
(0)<0>	No match: bodenwohr
(0)<0>	No match: loningen
(2)<1>	EQ:	marsberg	A	marsberg	51.450000	8.850000	1.303302km	6557670
(1)<0>	EQ:	feucht	P	feucht	49.375970	11.214330	0.000000km	2927054
(1)<0>	EQ:	sussen	P	sussen	48.679340	9.755340	0.000000km	2824545
(88)<5>	EQ:	berg	P	berg	48.795870	9.209500	0.000000km	2950699
(88)<5>	EQ:	berg	P	berg	48.654600	12.841610	267.662640km	2950700
(88)<5>	EQ:	berg	P	berg	53.094850	13.618670	569.619645km	2950701
(88)<5>	EQ:	berg	P	berg	51.948120	7.208150	378.410019km	2950703
(88)<5>	EQ:	berg	P	berg	51.818920	6.358730	392.762782km	2950704
(88)<5>	EQ:	berg	P	berg	51.756920	6.643710	376.688105km	2950705
(88)<5>	EQ:	berg	P	berg	51.543550	14.712440	497.741789km	2950706
(88)<5>	EQ:	berg	P	berg	51.294100	6.249670	349.457437km	2950707
(88)<5>	EQ:	berg	P	berg	51.238870	6.235720	345.284466km	2950708
(88)<5>	EQ:	berg	P	berg	51.186590	7.323510	298.307497km	2950710
(88)<5>	EQ:	berg	P	berg	51.155900	6.280010	336.194553km	2950711
(88)<5>	EQ:	berg	P	berg	51.002390	7.340950	279.719575km	2950714
(88)<5>	EQ:	berg	P	berg	50.933330	7.683330	261.827344km	2950715
(88)<5>	EQ:	berg	P	berg	50.877900	6.443480	305.276759km	2950716
(88)<5>	EQ:	berg	P	berg	50.760230	7.368060	255.571584km	2950717
(88)<5>	EQ:	berg	P	berg	50.679930	6.520190	285.432595km	2950718
(88)<5>	EQ:	berg	P	berg	50.660790	7.527500	240.257520km	2950719
(88)<5>	EQ:	berg	P	berg	50.633680	6.591270	278.240259km	2950720
(88)<5>	EQ:	berg	P	berg	50.555230	6.948860	254.757684km	2950721
(88)<5>	EQ:	berg	P	berg	50.374730	11.778500	255.598488km	2950722
(88)<5>	EQ:	berg	P	berg	50.254280	7.811370	191.189334km	2950723
(88)<5>	EQ:	berg	P	berg	50.163070	6.207200	265.404561km	2950724
(88)<5>	EQ:	berg	P	berg	49.814170	12.141610	241.418682km	2950725
(88)<5>	EQ:	berg	P	berg	49.534840	6.386800	221.638155km	2950726
(88)<5>	EQ:	berg	P	berg	49.374070	12.490070	248.090910km	2950727
(88)<5>	EQ:	berg	P	berg	49.121160	12.853020	269.238216km	2950729
(88)<5>	EQ:	berg	P	berg	49.123490	9.498700	42.142293km	2950730
(88)<5>	EQ:	berg	P	berg	48.984030	8.202320	76.765582km	2950731
(88)<5>	EQ:	berg	P	berg	48.891760	10.268000	78.421945km	2950732
(88)<5>	EQ:	berg	P	berg	48.870360	12.936320	273.705964km	2950733
(88)<5>	EQ:	berg	P	berg	48.875430	9.998670	58.606152km	2950734
(88)<5>	EQ:	berg	P	berg	48.799820	10.934560	126.733836km	2950735
(88)<5>	EQ:	berg	P	berg	48.732780	10.775010	115.302261km	2950736
(88)<5>	EQ:	berg	P	berg	48.629000	12.638380	252.998262km	2950737
(88)<5>	EQ:	berg	P	berg	48.609670	12.928210	274.474555km	2950738
(88)<5>	EQ:	berg	P	berg	48.594000	11.722040	186.315739km	2950739
(88)<5>	EQ:	berg	P	berg	48.506130	8.358260	70.511980km	2950740
(88)<5>	EQ:	berg	P	berg	48.476970	13.260510	300.633176km	2950741
(88)<5>	EQ:	berg	P	berg	48.415270	13.269900	302.384315km	2950742
(88)<5>	EQ:	berg	P	berg	48.413350	11.621560	182.893904km	2950743
(88)<5>	EQ:	berg	P	berg	48.405850	13.292790	304.230427km	2950744
(88)<5>	EQ:	berg	P	berg	48.369730	10.152500	84.179256km	2950745
(88)<5>	EQ:	berg	P	berg	48.279110	12.792850	270.758879km	2950746
(88)<5>	EQ:	berg	P	berg	48.272580	12.690110	263.527118km	2950747
(88)<5>	EQ:	berg	P	berg	48.262370	9.735700	70.921924km	2950748
(88)<5>	EQ:	berg	P	berg	48.241450	12.958200	283.679930km	2950749
(88)<5>	EQ:	berg	P	berg	48.252460	11.906180	208.144329km	2950750
(88)<5>	EQ:	berg	P	berg	48.181080	12.435060	248.012717km	2950751
(88)<5>	EQ:	berg	P	berg	48.178680	12.175170	229.696126km	2950752
(88)<5>	EQ:	berg	P	berg	48.112510	12.125750	228.684203km	2950753
(88)<5>	EQ:	berg	P	berg	48.105780	12.154470	230.949549km	2950754
(88)<5>	EQ:	berg	P	berg	48.098200	12.019730	221.883080km	2950755
(88)<5>	EQ:	berg	P	berg	48.076570	12.521740	257.782249km	2950756
(88)<5>	EQ:	berg	P	berg	48.082550	12.340210	244.822740km	2950757
(88)<5>	EQ:	berg	P	berg	48.086040	10.638070	131.912537km	2950758
(88)<5>	EQ:	berg	P	berg	48.056400	12.255080	239.908889km	2950759
(88)<5>	EQ:	berg	P	berg	48.033330	9.816670	95.968126km	2950760
(88)<5>	EQ:	berg	P	berg	48.010460	12.497690	258.628946km	2950762
(88)<5>	EQ:	berg	P	berg	48.000490	12.755040	277.010072km	2950763
(88)<5>	EQ:	berg	P	berg	48.006260	12.144530	234.371515km	2950764
(88)<5>	EQ:	berg	P	berg	47.999740	9.999760	106.119554km	2950765
(88)<5>	EQ:	berg	P	berg	47.961540	12.862670	286.044169km	2950766
(88)<5>	EQ:	berg	P	berg	47.967370	11.354460	183.651596km	2950767
(88)<5>	EQ:	berg	P	berg	47.944610	12.035260	229.745396km	2950768
(88)<5>	EQ:	berg	P	berg	47.938080	12.210790	241.950235km	2950769
(88)<5>	EQ:	berg	P	berg	47.907540	11.595170	202.525384km	2950770
(88)<5>	EQ:	berg	P	berg	47.876650	10.307560	130.669203km	2950771
(88)<5>	EQ:	berg	P	berg	47.862000	10.936450	164.859133km	2950773
(88)<5>	EQ:	berg	P	berg	47.860740	10.397390	136.272311km	2950774
(88)<5>	EQ:	berg	P	berg	47.825890	11.498140	201.114607km	2950775
(88)<5>	EQ:	berg	P	berg	47.828830	9.777650	115.493363km	2950776
(88)<5>	EQ:	berg	P	berg	47.816670	9.600000	112.670563km	2950777
(88)<5>	EQ:	berg	P	berg	47.789000	11.956170	232.516775km	2950778
(88)<5>	EQ:	berg	P	berg	47.787110	11.720580	217.472798km	2950779
(88)<5>	EQ:	berg	P	berg	47.787110	11.140920	181.985887km	2950780
(88)<5>	EQ:	berg	P	berg	47.767250	11.769120	221.728051km	2950781
(88)<5>	EQ:	berg	P	berg	47.766670	9.766670	121.683746km	2950782
(88)<5>	EQ:	berg	P	berg	47.697920	12.273960	258.242811km	2950783
(88)<5>	EQ:	berg	P	berg	47.690230	11.803320	228.519407km	2950784
(88)<5>	EQ:	berg	P	berg	47.683330	9.816670	131.672257km	2950785
(88)<5>	EQ:	berg	P	berg	47.682400	9.465820	125.267395km	2950786
(88)<5>	EQ:	berg	P	berg	47.633330	9.916670	139.540799km	2950787
(88)<5>	EQ:	berg	P	berg	47.608550	9.605040	135.256902km	2950788
(88)<5>	EQ:	berg	P	berg	47.606650	11.419710	210.884715km	2950789
(88)<5>	EQ:	berg	P	berg	47.588390	10.558980	167.604434km	2950790
(88)<5>	EQ:	berg	P	berg	47.547030	9.994320	150.631036km	2950791
(88)<5>	EQ:	berg	P	berg	47.463650	10.264890	167.672063km	2950792
(88)<5>	EQ:	berg	P	berg	47.601880	10.130530	149.376797km	2950828
(88)<5>	EQ:	berg	A	berg	47.963400	11.373400	185.092139km	6547450
(88)<5>	EQ:	berg	A	berg	50.538020	6.954560	253.044369km	6553297
(88)<5>	EQ:	berg	A	berg	50.254390	7.813080	191.134161km	6553996
(88)<5>	EQ:	berg	A	berg	47.816700	9.600000	112.667337km	6556058
(88)<5>	EQ:	berg	A	berg	50.374180	11.779920	255.631846km	6556797
(1)<0>	EQ:	tittling	P	tittling	48.726190	13.382210	0.000000km	2822076
(1)<0>	EQ:	werlte	P	werlte	52.850000	7.683330	0.000000km	2810860
(8)<1>	EQ:	friedrichsdorf	A	friedrichsdorf	50.278500	8.654900	457.860729km	6557731
(1)<0>	EQ:	bissingen	P	bissingen	48.716940	10.617660	0.000000km	2948204
(1)<0>	EQ:	peissenberg	P	peissenberg	47.804660	11.069900	0.000000km	2855029
(1)<0>	EQ:	erdweg	P	erdweg	48.331800	11.303390	0.000000km	2929692
(1)<0>	EQ:	markgroningen	P	markgroningen	48.904930	9.080590	0.000000km	2873369
(1)<0>	EQ:	burglengenfeld	P	burglengenfeld	49.203790	12.044520	0.000000km	2941190
(1)<0>	EQ:	spaichingen	P	spaichingen	48.074770	8.735080	0.000000km	2830851
(1)<0>	EQ:	velen	P	velen	51.894470	6.988070	0.000000km	2817704
(3)<1>	IN:	grossefehn	A	grossefehn	53.402600	7.607200	5.712041km	6558471
(1)<0>	EQ:	overath	P	overath	50.932750	7.283890	0.000000km	2855859
(1)<0>	EQ:	zeuthen	P	zeuthen	52.348030	13.621740	0.000000km	2804646
(2)<1>	EQ:	gerstetten	A	gerstetten	48.624600	10.019500	0.230444km	6555568
(3)<1>	EQ:	eisenberg	A	eisenberg	50.967570	11.889500	0.890394km	6551027
(1)<0>	EQ:	weener	P	weener	53.163320	7.350520	0.000000km	2813433
(0)<0>	No match: korntal-munchingen
(0)<1>	No match:	steinheim an der murr	A	steinheim an der murr	48.963900	9.283000	486.379378km	6557964
(1)<0>	EQ:	herzogenaurach	P	herzogenaurach	49.567980	10.885650	0.000000km	2905457
(1)<0>	EQ:	adorf/vogtl	P	adorf/vogtl	50.320480	12.256020	0.000000km	8533755
(2)<1>	EQ:	alfeld	A	alfeld	49.430240	11.543280	309.030891km	6556882
(1)<0>	EQ:	bad essen	P	bad essen	52.316670	8.333330	0.000000km	2953464
(1)<0>	EQ:	birkenau	P	birkenau	49.562500	8.706940	0.000000km	2948652
(0)<0>	No match: ubach-palenberg
(1)<0>	EQ:	peiting	P	peiting	47.795490	10.929510	0.000000km	2855025
(0)<0>	No match: muncheberg
(1)<0>	EQ:	arnstadt	P	arnstadt	50.840480	10.951980	0.000000km	2955439
(1)<0>	EQ:	jever	P	jever	53.573680	7.898060	0.000000km	2894897
(1)<0>	EQ:	neckartenzlingen	P	neckartenzlingen	48.589810	9.234780	0.000000km	2866755
(1)<0>	EQ:	kirkel	P	kirkel	49.283330	7.233330	0.000000km	2890322
(1)<0>	EQ:	affing	P	affing	48.466670	10.983330	0.000000km	2959343
(1)<0>	EQ:	tecklenburg	P	tecklenburg	52.219570	7.813570	0.000000km	2823728
(2)<2>	EQ:	senden	P	senden	51.856450	7.483270	0.000000km	2833079
(2)<2>	EQ:	senden	P	senden	48.324410	10.044420	433.450668km	2833080
(2)<2>	EQ:	senden	A	senden	51.850000	7.500000	1.357878km	6553099
(2)<2>	EQ:	senden	A	senden	48.328450	10.038850	432.872197km	6558416
(1)<0>	EQ:	drensteinfurt	P	drensteinfurt	51.795350	7.738150	0.000000km	2935042
(2)<0>	EQ:	ottersberg	P	ottersberg	53.109900	9.144080	0.000000km	2856014
(2)<0>	EQ:	ottersberg	P	ottersberg	48.181880	11.808240	579.575717km	2856015
(1)<0>	EQ:	landstuhl	P	landstuhl	49.413060	7.570210	0.000000km	2881477
(1)<0>	EQ:	heideck	P	heideck	49.133650	11.127260	0.000000km	2907983
(1)<0>	EQ:	buckeburg	P	buckeburg	52.260650	9.049390	0.000000km	2942159
(1)<0>	EQ:	nersingen	P	nersingen	48.428290	10.123560	0.000000km	2866473
(1)<0>	EQ:	ottendorf-okrilla	P	ottendorf-okrilla	51.183330	13.833330	0.000000km	2856107
(0)<0>	No match: bruchkobel
(1)<0>	EQ:	burgkunstadt	P	burgkunstadt	50.140930	11.252050	0.000000km	2941207
(0)<0>	No match: muhlheim am main
(2)<2>	EQ:	malsch	P	malsch	49.247220	8.682780	0.000000km	2874047
(2)<2>	EQ:	malsch	P	malsch	48.883330	8.333330	47.851892km	2874048
(2)<2>	EQ:	malsch	A	malsch	48.883300	8.333330	47.854718km	6555612
(2)<2>	EQ:	malsch	A	malsch	49.247200	8.682780	0.002224km	6555668
(0)<0>	No match: lubben
(1)<0>	EQ:	burgebrach	P	burgebrach	49.828320	10.743380	0.000000km	2941403
(1)<0>	EQ:	ebersbach an der fils	P	ebersbach an der fils	48.716000	9.523600	0.000000km	2933959
(3)<1>	EQ:	westerburg	A	westerburg	50.566900	7.968400	274.228434km	6557895
(0)<0>	No match: bad wunnenberg
(1)<0>	EQ:	vilseck	P	vilseck	49.614800	11.802610	0.000000km	2817207
(1)<0>	EQ:	meerane	P	meerane	50.846880	12.464730	0.000000km	2872519
(1)<0>	EQ:	hammelburg	P	hammelburg	50.116330	9.891430	0.000000km	2911214
(0)<0>	No match: karlstadt am main
(0)<0>	No match: winsen an der aller
(1)<0>	EQ:	stuhlingen	P	stuhlingen	47.745800	8.448130	0.000000km	2825429
(1)<0>	EQ:	bad sackingen	P	bad sackingen	47.553710	7.946120	0.000000km	2953363
(1)<0>	EQ:	neuendettelsau	P	neuendettelsau	49.283330	10.783330	0.000000km	2865798
(1)<0>	EQ:	uhingen	P	uhingen	48.704750	9.585700	0.000000km	2820407
(0)<0>	No match: budingen
(1)<0>	EQ:	selb	P	selb	50.170580	12.130540	0.000000km	2833296
(1)<0>	EQ:	unterhaching	P	unterhaching	48.065980	11.615640	0.000000km	2819465
(2)<1>	EQ:	kolkwitz	A	kolkwitz	51.750000	14.250000	0.000000km	6547714
(1)<0>	EQ:	achern	P	achern	48.631150	8.076070	0.000000km	2959686
(1)<0>	EQ:	rehburg-loccum	P	rehburg-loccum	52.469520	9.199570	0.000000km	2849371
(0)<0>	No match: georgsmarienhutte
(1)<0>	EQ:	garching an der alz	P	garching an der alz	48.134510	12.581520	0.000000km	2922583
(1)<0>	EQ:	dohna	P	dohna	50.956210	13.858390	0.000000km	2936470
(1)<0>	EQ:	emmendingen	P	emmendingen	48.120960	7.853590	0.000000km	2930523
(1)<0>	EQ:	wangen im allgau	P	wangen im allgau	47.689500	9.832470	0.000000km	2814270
(1)<0>	EQ:	heusenstamm	P	heusenstamm	50.055530	8.800760	0.000000km	2904992
(1)<0>	EQ:	golssen	P	golssen	51.972040	13.601150	0.000000km	2919177
(1)<0>	EQ:	meitingen	P	meitingen	48.545860	10.851790	0.000000km	2872126
(2)<1>	EQ:	hasbergen	A	hasbergen	52.233300	7.933330	105.883549km	6552987
(2)<1>	EQ:	voerde	A	voerde	51.300000	7.400000	59.613150km	2817066
(1)<0>	EQ:	monschau	P	monschau	50.554620	6.240010	0.000000km	2869756
(1)<0>	EQ:	sembach	P	sembach	49.511770	7.866610	0.000000km	2833126
(3)<1>	EQ:	schleiden	A	schleiden	50.549600	6.452690	59.713060km	6557543
(1)<0>	EQ:	gross-zimmern	P	gross-zimmern	49.875830	8.834440	0.000000km	2914801
(3)<0>	IN:	heppenheim	P	heppenheim an der wiese	49.605570	8.267810	0.000000km	2906267
(3)<0>	IN:	heppenheim	P	heppenheim an der bergstrasse	49.641450	8.632060	26.619348km	2906268
(3)<0>	IN:	heppenheim	P	gau-heppenheim	49.742220	8.173330	16.658420km	2922276
(1)<0>	EQ:	schramberg	P	schramberg	48.223990	8.385830	0.000000km	2836203
(1)<0>	EQ:	bordesholm	P	bordesholm	54.176110	10.031460	0.000000km	2946321
(1)<0>	EQ:	bad driburg	P	bad driburg	51.732970	9.019690	0.000000km	2953525
(1)<0>	EQ:	rastede	P	rastede	53.250000	8.200000	0.000000km	2850253
(1)<0>	EQ:	plattling	P	plattling	48.778660	12.875090	0.000000km	2853310
(1)<0>	EQ:	gilching	P	gilching	48.107550	11.293600	0.000000km	2920433
(1)<0>	EQ:	kierspe	P	kierspe	51.134030	7.590750	0.000000km	2891014
(1)<0>	EQ:	oberhausen-rheinhausen	P	oberhausen-rheinhausen	49.273890	8.471670	0.000000km	2860400
